titre;localisation;prix;chambres;douches;surface;Secteur;etage;URL
Apt Spacieux/Ensoleillé/Sécurisé/Mosquée Hdj Fateh;Casablanca;950000.0;2.0;2.0;102.0;Oulfa;2.0;https://www.avito.ma/fr/oulfa/appartements/Apt_Spacieux_Ensoleill%C3%A9_S%C3%A9curis%C3%A9_Mosqu%C3%A9e_Hdj_Fateh_54871306.htm
appartement a vendre;Mohammedia;520000.0;2.0;1.0;52.0;Hay Al Wahda;1.0;https://www.avito.ma/fr/hay_al_wahda/appartements/appartement_a_vendre__55731416.htm
Appartement à vendre 156 m² à Kénitra;Kénitra;1260000.0;3.0;2.0;156.0;Maamora;3.0;https://www.avito.ma/fr/maamora/appartements/Appartement_%C3%A0_vendre_156_m%C2%B2_%C3%A0_K%C3%A9nitra_53695417.htm
Appartement à vendre 117 m² à Casablanca;Casablanca;16200.0;3.0;2.0;117.0;Val Fleuri;3.0;https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Casablanca_55198769.htm
Appartement à vendre 110 m² à Casablanca;Casablanca;1250000.0;3.0;1.0;110.0;Abdelmoumen;4.0;https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_55368317.htm
Appartement duplex à vendre 116 m²;Casablanca;1260000.0;2.0;2.0;116.0;Bourgogne;5.0;https://www.avito.ma/fr/bourgogne/appartements/Appartement_duplex_%C3%A0_vendre_116_m%C2%B2__55688384.htm
charmant appartement à vendre;Tanger;1300000.0;2.0;1.0;86.0;Centre ville;3.0;https://www.avito.ma/fr/centre_ville/appartements/charmant_appartement_%C3%A0_vendre__55743070.htm
Appartement à vendre 120 m² à Meknès El Bassatine;Meknès;700000.0;3.0;2.0;120.0;El Bassatine;1.0;https://www.avito.ma/fr/el_bassatine/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Mekn%C3%A8s_El_Bassatine_55641745.htm
Appartement sans vis à vis à côté clinique Razi;Fès;840000.0;3.0;2.0;120.0;Saies;1.0;https://www.avito.ma/fr/saies/appartements/Appartement_sans_vis_%C3%A0_vis_%C3%A0_c%C3%B4t%C3%A9_clinique_Razi__54390883.htm
appartement;Rabat;870000.0;1.0;2.0;100.0;Agdal;1.0;https://www.avito.ma/fr/agdal/appartements/appartement_55346496.htm
Appartement;Casablanca;1800000.0;3.0;2.0;133.0;Maarif;1.0;https://www.avito.ma/fr/maarif/appartements/Appartement__55743032.htm
Apt/Bon prix/Café Waw FarahEssalem Grand Boulevard;Casablanca;285000.0;2.0;1.0;56.0;Hay Hassani;4.0;https://www.avito.ma/fr/hay_hassani/appartements/Apt_Bon_prix_Caf%C3%A9_Waw_FarahEssalem_Grand_Boulevard_55194303.htm
Appartement à vendre 55 m² à Tanger;Tanger;490000.0;2.0;1.0;55.0;Autre secteur;3.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_55_m%C2%B2_%C3%A0_Tanger_54859030.htm
Apt Ensoleillé familial Propre 4ème Étg Riad Oulfa;Casablanca;280000.0;2.0;1.0;56.0;Oulfa;4.0;https://www.avito.ma/fr/oulfa/appartements/Apt_Ensoleill%C3%A9_familial_Propre_4%C3%A8me_%C3%89tg_Riad_Oulfa_55533976.htm
Apt Investissement/Habitation CaféWaw FarahEssalem;Casablanca;285000.0;2.0;1.0;56.0;Oulfa;4.0;https://www.avito.ma/fr/oulfa/appartements/Apt_Investissement_Habitation_Caf%C3%A9Waw_FarahEssalem_55194295.htm
Jolie Appartement à vendre 131 m² à Casablanca;Casablanca;1780000.0;3.0;2.0;131.0;Maarif;3.0;https://www.avito.ma/fr/maarif/appartements/Jolie_Appartement_%C3%A0_vendre_131_m%C2%B2_%C3%A0_Casablanca_55644011.htm
Appartement à vendre 117 m² à Fès;Fès;800000.0;3.0;2.0;117.0;Centre;1.0;https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_F%C3%A8s_55135710.htm
Appartement à vendre sur l'agdal;Rabat;2150000.0;3.0;2.0;129.0;Agdal;4.0;https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_sur_l_agdal_54347841.htm
appartelent;Temara;870000.0;2.0;3.0;212.0;Autre secteur;1.0;https://www.avito.ma/fr/autre_secteur/appartements/appartelent_55731389.htm
Appartement à vendre sur Prestigia Hay Riad;Rabat;3600000.0;3.0;3.0;174.0;Hay Riad;5.0;https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_sur_Prestigia_Hay_Riad_54975945.htm
Apt Sécurisé/Écoles Le Cèdre/Mundiapolis;Casablanca;11800.0;2.0;2.0;87.0;Palmier;4.0;https://www.avito.ma/fr/palmier/appartements/Apt_S%C3%A9curis%C3%A9_%C3%89coles_Le_C%C3%A8dre_Mundiapolis_55561307.htm
Apt PresqueNeuf Rez-deChaussée CaféTwin AzharOulfa;Casablanca;380000.0;2.0;1.0;56.0;Oulfa;2.0;https://www.avito.ma/fr/oulfa/appartements/Apt_PresqueNeuf_Rez_deChauss%C3%A9e_Caf%C3%A9Twin_AzharOulfa_54887425.htm
Appartement à vendre 117 m² à Agadir;Agadir;1700000.0;2.0;2.0;117.0;Haut-Founty;3.0;https://www.avito.ma/fr/haut_founty/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Agadir_54214470.htm
Appartement à vendre 64 m² (habitable) à Skhirat;Skhirat;520000.0;2.0;2.0;64.0;Ain el Hayat;1.0;https://www.avito.ma/fr/ain_el_hayat/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2__habitable__%C3%A0_Skhirat_55156235.htm
magnifique apparemment à vendre;Tétouan;870000.0;3.0;2.0;98.0;Al Azhar;4.0;https://www.avito.ma/fr/al_azhar/appartements/magnifique_apparemment_%C3%A0_vendre_55742975.htm
Appartement à vendre 86 m² à Casablanca Oasis;Casablanca;1690000.0;2.0;2.0;86.0;Oasis;2.0;https://www.avito.ma/fr/oasis/appartements/Appartement_%C3%A0_vendre_86_m%C2%B2_%C3%A0_Casablanca_Oasis_54644997.htm
Appartement à vendre 115 m² à Casablanca;Casablanca;1700000.0;3.0;3.0;115.0;Maarif;5.0;https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_Casablanca_55471363.htm
Appartement à vendre à Marina Golf Asilah;Asilah;620000.0;1.0;1.0;52.0;Toute la ville;1.0;https://www.avito.ma/fr/asilah/appartements/Appartement_%C3%A0_vendre_%C3%A0_Marina_Golf_Asilah__55565345.htm
Appartement à vendre 66 m² à Casablanca;Casablanca;520000.0;2.0;2.0;66.0;Errahma;2.0;https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_66_m%C2%B2_%C3%A0_Casablanca_55738632.htm
Résidence Premium à Kénitra;Kénitra;850000.0;2.0;2.0;80.0;Autre secteur;1.0;https://www.avito.ma/fr/autre_secteur/appartements/R%C3%A9sidence_Premium_%C3%A0_K%C3%A9nitra_52157216.htm
Appartement à vendre 43 m² à Casablanca;Casablanca;1000000.0;1.0;1.0;43.0;Les Princesses;2.0;https://www.avito.ma/fr/les_princesses/appartements/Appartement_%C3%A0_vendre_43_m%C2%B2_%C3%A0_Casablanca_55669969.htm
Appartement vendre 110 m² OULAD TALB HAY CHRIFA;Casablanca;1150000.0;2.0;1.0;110.0;Aïn Chock;1.0;https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement__vendre_110_m%C2%B2__OULAD_TALB_HAY_CHRIFA__55501277.htm
appartement neuf Vente les princesses 75 m2;Casablanca;1260000.0;2.0;1.0;75.0;Les Princesses;2.0;https://www.avito.ma/fr/les_princesses/appartements/appartement_neuf___Vente_les_princesses_75_m2_49652868.htm
Appartement avec terrasse à vendre a Kénitra;Kénitra;1280000.0;3.0;2.0;134.0;Maamora;4.0;https://www.avito.ma/fr/maamora/appartements/Appartement_avec_terrasse_%C3%A0_vendre_a_K%C3%A9nitra_54610046.htm
Appartement à vendre 43 m² à Marrakech;Marrakech;1075000.0;2.0;1.0;43.0;Majorelle;1.0;https://www.avito.ma/fr/majorelle/appartements/Appartement_%C3%A0_vendre_43_m%C2%B2_%C3%A0_Marrakech_55672365.htm
Appartement 118 M² à vendre Quartier les crêtes;Casablanca;1600000.0;3.0;2.0;118.0;Aïn Chock;4.0;https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_118_M%C2%B2_%C3%A0_vendre_Quartier_les_cr%C3%AAtes___55540306.htm
appartement meuble a vendre quartier moudjahidine;Tanger;2400000.0;3.0;2.0;161.0;Moujahidine;5.0;https://www.avito.ma/fr/moujahidine/appartements/appartement_meuble_a_vendre_quartier_moudjahidine__54862695.htm
appartement neuf marjan 2 chambres;Tanger;750000.0;2.0;2.0;70.0;Marjane;2.0;https://www.avito.ma/fr/marjane/appartements/appartement_neuf_marjan_2_chambres_55340066.htm
Appartement à hay Lizdihar centre Tiznit;Tiznit;870000.0;2.0;1.0;60.0;Toute la ville;1.0;https://www.avito.ma/fr/tiznit/appartements/Appartement_%C3%A0_hay_Lizdihar_centre_Tiznit_55742935.htm
Appartement à vendre 128 m² à Marrakech;Marrakech;11500.0;2.0;2.0;128.0;Guéliz;3.0;https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_128_m%C2%B2_%C3%A0_Marrakech_55635415.htm
Appartement 84 m²;Marrakech;600000.0;3.0;1.0;84.0;Autre secteur;2.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement__84_m%C2%B2__55215918.htm
A saisir - Prix en baisse - Appt 125 m² à Rabat;Rabat;1800000.0;3.0;2.0;125.0;Agdal;6.0;https://www.avito.ma/fr/agdal/appartements/A_saisir____Prix_en_baisse____Appt_125_m%C2%B2_%C3%A0_Rabat_53737838.htm
Interessante Appartement à vendre à Agadir;Agadir;1340000.0;3.0;2.0;90.0;Av des Far;3.0;https://www.avito.ma/fr/av_des_far/appartements/Interessante_Appartement_%C3%A0_vendre_%C3%A0_Agadir_55692590.htm
Appartement NUEF vendre 118 m² à JARDINS MAJORELLE;Casablanca;1600000.0;3.0;2.0;118.0;Aïn Chock;4.0;https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_NUEF_vendre_118_m%C2%B2_%C3%A0_JARDINS_MAJORELLE_55736916.htm
Appartement 109 m² à Bourgogne BOUL BOURGOUN;Casablanca;1000000.0;3.0;1.0;100.0;Bourgogne;4.0;https://www.avito.ma/fr/bourgogne/appartements/Appartement_109_m%C2%B2_%C3%A0_Bourgogne_BOUL_BOURGOUN_55682958.htm
Appartement de luxe 88 m² à Ain sbaa;Casablanca;1012000.0;2.0;2.0;88.0;Ain Sebaa;2.0;https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_de_luxe_88_m%C2%B2_%C3%A0_Ain_sbaa_55413838.htm
Appartement à vendre 160 m² à Fès;Fès;960000.0;3.0;2.0;160.0;Oued Fès;1.0;https://www.avito.ma/fr/oued_f%C3%A8s/appartements/Appartement_%C3%A0_vendre_160_m%C2%B2_%C3%A0_F%C3%A8s_55703706.htm
APPARTEMENT NEUF DE 107M² À SOKNA WA TAAMIR;Tétouan;1140000.0;2.0;2.0;107.0;Autre secteur;3.0;https://www.avito.ma/fr/autre_secteur/appartements/APPARTEMENT_NEUF_DE_107M%C2%B2_%C3%80_SOKNA_WA_TAAMIR_54885326.htm
Appartement à vendre 157 m² à Casablanca;Casablanca;870000.0;3.0;2.0;157.0;2 Mars;4.0;https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_157_m%C2%B2_%C3%A0_Casablanca_54743695.htm
Appartement à vendre 55 m² à Casablanca;Casablanca;1300000.0;1.0;1.0;55.0;Maarif;2.0;https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_55_m%C2%B2_%C3%A0_Casablanca_55669975.htm
Appartement à vendre 122 m² à Salé;Salé;1500000.0;3.0;2.0;122.0;Tabriquet;2.0;https://www.avito.ma/fr/tabriquet/appartements/Appartement_%C3%A0_vendre_122_m%C2%B2_%C3%A0_Sal%C3%A9_55342074.htm
Appartement à vendre 66 m² à Tétouan;Tétouan;759000.0;2.0;2.0;66.0;Centre ville;2.0;https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_66_m%C2%B2_%C3%A0_T%C3%A9touan_55589529.htm
Appartement à vendre 120 m² à Rabat;Rabat;2220000.0;3.0;2.0;120.0;Agdal;3.0;https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Rabat_55284196.htm
Appartement à vendre 42 m² à Casablanca;Casablanca;900000.0;1.0;1.0;41.0;Les Princesses;3.0;https://www.avito.ma/fr/les_princesses/appartements/Appartement_%C3%A0_vendre_42_m%C2%B2_%C3%A0_Casablanca_55102908.htm
Appartement à vendre 105 m² à Agadir;Agadir;1350000.0;2.0;2.0;10.0;Hay Mohammadi;2.0;https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_%C3%A0_Agadir_54396746.htm
شقة بفرح السلام مشمشة;Urgent;267500.0;2.0;1.0;46.0;Oulfa;4.0;https://www.avito.ma/fr/oulfa/appartements/%D8%B4%D9%82%D8%A9_%D8%A8%D9%81%D8%B1%D8%AD_%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85_%D9%85%D8%B4%D9%85%D8%B4%D8%A9_55586633.htm
Appartement à vendre à Tétouan 8800 dhs M2;Tétouan;870000.0;3.0;2.0;128.0;Autre secteur;1.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre__%C3%A0_T%C3%A9touan_8800_dhs_M2__55627834.htm
Nouveau Appart 64m2 au quartier El Fadel;Marrakech;736000.0;2.0;1.0;64.0;Hay Izdihar;3.0;https://www.avito.ma/fr/hay_izdihar/appartements/Nouveau_Appart_64m2_au_quartier_El_Fadel_55399439.htm
Appartement à vendre 84 m² à Casablanca;Casablanca;672000.0;2.0;2.0;84.0;Errahma;1.0;https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Casablanca_54961114.htm
Appartement 50 m² à Casablanca;Casablanca;250000.0;2.0;1.0;50.0;Sidi Bernoussi;1.0;https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_50_m%C2%B2_%C3%A0_Casablanca_55037752.htm
Appart 2 chambres 2 salons allal fassi à Nfis1;Marrakech;960000.0;2.0;1.0;96.0;Allal El Fassi;1.0;https://www.avito.ma/fr/allal_el_fassi/appartements/Appart_2_chambres_2_salons_allal_fassi_%C3%A0_Nfis1_53644486.htm
Appartement à vendre 92 m² à Salé;Salé;828000.0;2.0;2.0;92.0;Sala El Jadida;2.0;https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_92_m%C2%B2_%C3%A0_Sal%C3%A9_53271053.htm
Appartement près de McDonald's et du centre-ville;Marrakech;700000.0;3.0;1.0;79.0;Centre Ville;2.0;https://www.avito.ma/fr/centre_ville/appartements/Appartement_pr%C3%A8s_de_McDonald_s_et_du_centre_ville__55552749.htm
Appartement à vendre 105 m² à Agadir;Agadir;1350000.0;2.0;2.0;10.0;Hay Mohammadi;2.0;https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_%C3%A0_Agadir_54396746.htm
شقة بفرح السلام مشمشة;Urgent;267500.0;2.0;1.0;46.0;Oulfa;4.0;https://www.avito.ma/fr/oulfa/appartements/%D8%B4%D9%82%D8%A9_%D8%A8%D9%81%D8%B1%D8%AD_%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85_%D9%85%D8%B4%D9%85%D8%B4%D8%A9_55586633.htm
Appartement à vendre à Tétouan 8800 dhs M2;Tétouan;870000.0;3.0;2.0;128.0;Autre secteur;1.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre__%C3%A0_T%C3%A9touan_8800_dhs_M2__55627834.htm
Nouveau Appart 64m2 au quartier El Fadel;Marrakech;736000.0;2.0;1.0;64.0;Hay Izdihar;3.0;https://www.avito.ma/fr/hay_izdihar/appartements/Nouveau_Appart_64m2_au_quartier_El_Fadel_55399439.htm
Appartement à vendre 84 m² à Casablanca;Casablanca;672000.0;2.0;2.0;84.0;Errahma;1.0;https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Casablanca_54961114.htm
Appartement 50 m² à Casablanca;Casablanca;250000.0;2.0;1.0;50.0;Sidi Bernoussi;1.0;https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_50_m%C2%B2_%C3%A0_Casablanca_55037752.htm
Appart 2 chambres 2 salons allal fassi à Nfis1;Marrakech;960000.0;2.0;1.0;96.0;Allal El Fassi;1.0;https://www.avito.ma/fr/allal_el_fassi/appartements/Appart_2_chambres_2_salons_allal_fassi_%C3%A0_Nfis1_53644486.htm
Appartement à vendre 92 m² à Salé;Salé;828000.0;2.0;2.0;92.0;Sala El Jadida;2.0;https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_92_m%C2%B2_%C3%A0_Sal%C3%A9_53271053.htm
Appartement près de McDonald's et du centre-ville;Marrakech;700000.0;3.0;1.0;79.0;Centre Ville;2.0;https://www.avito.ma/fr/centre_ville/appartements/Appartement_pr%C3%A8s_de_McDonald_s_et_du_centre_ville__55552749.htm
appartement a vendre sur Ain atik;Ain Attig;450000.0;2.0;1.0;59.0;Toute la ville;4.0;https://www.avito.ma/fr/ain_attig/appartements/appartement_a_vendre_sur_Ain_atik_55038474.htm
Appartement à vendre 150 m² à Tanger;Tanger;2800000.0;3.0;3.0;150.0;Médina;4.0;https://www.avito.ma/fr/m%C3%A9dina/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Tanger_55140470.htm
Appartement haute standing 100m hiba choka;Tamesna;640000.0;3.0;2.0;115.0;Toute la ville;2.0;https://www.avito.ma/fr/tamesna/appartements/Appartement_haute_standing_100m_hiba_choka__50631819.htm
Appartement à vendre 55 m² anoual;Casablanca;870000.0;2.0;1.0;55.0;Hermitage;1.0;https://www.avito.ma/fr/hermitage/appartements/Appartement_%C3%A0_vendre_55_m%C2%B2_anoual_55742908.htm
Appartement à vendre 75 m² à Tanger;Tanger;410000.0;2.0;2.0;75.0;Aouama Gharbia;4.0;https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Tanger_54856240.htm
Appartement à vendre 57 m² HAY HAMZA Sidi Maarouf;Casablanca;570000.0;1.0;1.0;57.0;Sidi Maarouf;1.0;https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_57_m%C2%B2_HAY_HAMZA_Sidi_Maarouf_55723985.htm
Appartement à vendre 64 m² à Rabat;Rabat;1280000.0;1.0;2.0;64.0;Agdal;2.0;https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Rabat_55716546.htm
APPARTEMENT AVEC VUE PANORAMIQUE À TÉTOUAN.;Tétouan;870000.0;3.0;2.0;92.0;Autre secteur;4.0;https://www.avito.ma/fr/autre_secteur/appartements/APPARTEMENT_AVEC_VUE_PANORAMIQUE_%C3%80_T%C3%89TOUAN__54012990.htm
Appartement à vendre 101 m² à El Mansouria;El Mansouria;1250000.0;3.0;2.0;101.0;Toute la ville;2.0;https://www.avito.ma/fr/el_mansouria/appartements/Appartement_%C3%A0_vendre_101_m%C2%B2_%C3%A0_El_Mansouria_55188302.htm
appartement à vendre ouilfa;الدار البيضاء;990000.0;3.0;2.0;99.0;Oulfa;4.0;https://www.avito.ma/fr/oulfa/appartements/appartement_%C3%A0_vendre_ouilfa__54305386.htm
Appartement 92m à vendre Résidence EL BAIDA Maarif;Casablanca;870000.0;3.0;2.0;92.0;Maarif;5.0;https://www.avito.ma/fr/maarif/appartements/Appartement_92m_%C3%A0_vendre_R%C3%A9sidence_EL_BAIDA_Maarif_55683768.htm
Appart. Haut standing 140 m2 Bourogne Racine;Casablanca;3500000.0;4.0;3.0;140.0;Racine;5.0;https://www.avito.ma/fr/racine/appartements/Appart__Haut_standing_140_m2_Bourogne_Racine_55637784.htm
Appartement vendre 144 m² emraud Jnane Californie;Casablanca;2400000.0;3.0;2.0;144.0;Californie;3.0;https://www.avito.ma/fr/californie/appartements/Appartement__vendre_144_m%C2%B2_emraud_Jnane_Californie_55348383.htm
Sublime Appart de 92m² 2cham à vendre Guéliz;Marrakech;980000.0;2.0;2.0;92.0;Guéliz;3.0;https://www.avito.ma/fr/gu%C3%A9liz/appartements/Sublime_Appart_de_92m%C2%B2_2cham_%C3%A0_vendre_Gu%C3%A9liz_55720310.htm
Appartement haute standing choka au boulevard;Tamesna;1100000.0;3.0;2.0;118.0;Toute la ville;2.0;https://www.avito.ma/fr/tamesna/appartements/Appartement_haute_standing_choka_au_boulevard___55638789.htm
appartement neuf //daam;El Jadida;460000.0;2.0;1.0;66.0;Autre secteur;2.0;https://www.avito.ma/fr/autre_secteur/appartements/appartement_neuf___daam_55591004.htm
Appartement à vendre 108 m² à Haj Fath, Oulfa;Casablanca;1170000.0;3.0;2.0;108.0;Oulfa;1.0;https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_108_m%C2%B2_%C3%A0_Haj_Fath__Oulfa_54676461.htm
Appartement de 110 m² au centre ville de M'diq;Mdiq;850000.0;3.0;2.0;110.0;Toute la ville;3.0;https://www.avito.ma/fr/mdiq/appartements/Appartement_de_110_m%C2%B2_au_centre_ville_de_M_diq_55613892.htm
Appartement à vendre 100MITR 2MARS;Casablanca;1500000.0;3.0;2.0;99.0;2 Mars;1.0;https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_100MITR_2MARS_49622276.htm
Appart.2ème étg 59 m Safa Mandarona à coté Bd qods;Casablanca;640000.0;2.0;1.0;59.0;Californie;2.0;https://www.avito.ma/fr/californie/appartements/Appart_2%C3%A8me_%C3%A9tg_59_m_Safa_Mandarona_%C3%A0_cot%C3%A9_Bd_qods_55707462.htm
Appartement à vendre 98 m² à Casablanca;Casablanca;1000000.0;2.0;2.0;98.0;Ain Sebaa;2.0;https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Casablanca_54215645.htm
Appartement à vendre 74 m² à Rabat;Rabat;840000.0;2.0;1.0;74.0;Diour Jamaa;1.0;https://www.avito.ma/fr/diour_jamaa/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Rabat_55638911.htm
Appartement dans une villa à Issil;Marrakech;920000.0;3.0;1.0;97.0;Issil;2.0;https://www.avito.ma/fr/issil/appartements/Appartement_dans_une_villa_%C3%A0_Issil_54224783.htm
Appartement 87m² 5ème résidence Joumeira Socrate;Casablanca;1200000.0;2.0;2.0;87.0;Maarif;5.0;https://www.avito.ma/fr/maarif/appartements/Appartement_87m%C2%B2_5%C3%A8me_r%C3%A9sidence_Joumeira_Socrate_52245242.htm
Appartement à vendre 41 m² à Casablanca;Casablanca;960000.0;1.0;1.0;41.0;Maarif;3.0;https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_41_m%C2%B2_%C3%A0_Casablanca_55670023.htm
Appart 54m² Rez-de-chaussée à Bassatine Gueliz;Marrakech;350000.0;2.0;1.0;54.0;Mabrouka;1.0;https://www.avito.ma/fr/mabrouka/appartements/Appart_54m%C2%B2_Rez_de_chauss%C3%A9e_%C3%A0_Bassatine_Gueliz_54846069.htm
Appartement à vendre 41 m² à Casablanca;Casablanca;960000.0;1.0;1.0;41.0;Maarif;3.0;https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_41_m%C2%B2_%C3%A0_Casablanca_55670023.htm
Appart 54m² Rez-de-chaussée à Bassatine Gueliz;Marrakech;350000.0;2.0;1.0;54.0;Mabrouka;1.0;https://www.avito.ma/fr/mabrouka/appartements/Appart_54m%C2%B2_Rez_de_chauss%C3%A9e_%C3%A0_Bassatine_Gueliz_54846069.htm
Appartement à vendre 5 m² à Casablanca;Casablanca;460000.0;2.0;1.0;5.0;Oulfa;3.0;https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_5_m%C2%B2_%C3%A0_Casablanca_55621745.htm
Appartement à vendre 76 m² à Tétouan;Tétouan;620000.0;2.0;2.0;76.0;Autre secteur;3.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_T%C3%A9touan_54885788.htm
Appart. RDC 105 m2 Mandarona à coté Bd al qods;Casablanca;1100000.0;2.0;2.0;105.0;Aïn Chock;2.0;https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appart__RDC_105_m2_Mandarona_%C3%A0_cot%C3%A9_Bd_al_qods_55707409.htm
Appartement à vendre 100 m² à Safi;Safi;440000.0;4.0;2.0;100.0;Azib Derai;1.0;https://www.avito.ma/fr/azib_derai/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Safi_53446681.htm
apparemment à côté de la gare;Mohammedia;828000.0;2.0;1.0;69.0;Centre Ville;2.0;https://www.avito.ma/fr/centre_ville/appartements/apparemment_%C3%A0_c%C3%B4t%C3%A9_de_la_gare_55735058.htm
dernier étage 3ch terrasse;Casablanca;1990000.0;3.0;2.0;114.0;Racine;2.0;https://www.avito.ma/fr/racine/appartements/dernier_%C3%A9tage_3ch_terrasse_55621735.htm
Appart 76m2 près Mc Do et Marjane allal fassi;Marrakech;890000.0;2.0;1.0;76.0;Allal El Fassi;2.0;https://www.avito.ma/fr/allal_el_fassi/appartements/Appart_76m2_pr%C3%A8s_Mc_Do_et_Marjane_allal_fassi_54441714.htm
Appartement à vendre 90 m² à Rabat;Rabat;1500000.0;2.0;1.0;90.0;Agdal;3.0;https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Rabat_55171833.htm
